Tiempo(s)	HUM1	V1	HUM2	V2	HUM3	V3	HUM4	V4	HUM5	V5	HUM6	V6	HUM7	V7	HUM8	V8
3546.0	0.30	0.16	0.40	0.16	0.20	0.15	0.20	0.15	0.50	0.17	0.30	0.16	0.20	0.15	0.20	0.15
3547.0	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.40	0.16	0.10	0.15	0.20	0.15	0.10	0.15
3548.0	0.30	0.16	0.40	0.16	0.40	0.16	0.10	0.15	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.13
3549.0	0.20	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.14	0.50	0.17	0.30	0.16	0.20	0.15
3550.0	0.10	0.15	0.20	0.15	0.00	0.13	0.20	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14
3551.0	0.20	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14
3552.0	0.50	0.17	0.20	0.15	0.30	0.16	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13
3553.0	0.00	0.14	0.20	0.15	0.00	0.13	0.10	0.15	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.14
3554.0	0.00	0.14	0.40	0.16	0.30	0.16	0.40	0.16	0.30	0.16	0.30	0.16	0.10	0.15	0.00	0.14
3556.0	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.13	0.00	0.13	0.10	0.15	0.10	0.15	0.20	0.15
3557.0	0.30	0.16	0.40	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.13	0.20	0.15	0.00	0.14
3558.0	0.40	0.16	0.00	0.14	0.30	0.16	0.10	0.15	0.50	0.17	0.50	0.17	0.20	0.15	0.00	0.14
3559.0	0.00	0.14	0.10	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.30	0.16	0.20	0.15	0.10	0.15
3560.0	0.40	0.16	0.20	0.15	0.40	0.16	0.30	0.16	0.10	0.15	0.40	0.16	0.10	0.15	0.00	0.14
3561.0	0.10	0.15	0.20	0.15	0.10	0.15	0.40	0.16	0.40	0.16	0.10	0.15	0.10	0.15	0.00	0.14
3562.0	0.40	0.16	0.30	0.16	0.00	0.13	0.30	0.16	0.90	0.19	0.40	0.16	0.50	0.17	0.10	0.15
3563.0	0.00	0.14	0.00	0.14	0.20	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.20	0.15	0.20	0.15
3564.0	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.12	0.00	0.14	0.20	0.15
3565.0	0.20	0.15	0.40	0.16	0.20	0.15	0.00	0.14	0.50	0.17	0.00	0.14	0.00	0.13	0.10	0.15
3566.0	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.30	0.16
3567.0	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.50	0.17	0.00	0.14	0.00	0.14	0.00	0.14
3568.0	0.00	0.13	0.00	0.14	0.20	0.15	0.30	0.16	0.30	0.16	0.10	0.15	0.20	0.15	0.20	0.15
3569.0	0.20	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.30	0.16	0.30	0.16	0.10	0.15	0.10	0.15
3570.0	0.20	0.15	0.30	0.16	0.40	0.16	0.30	0.16	0.30	0.16	0.10	0.15	0.20	0.15	0.00	0.14
3571.0	0.10	0.15	0.50	0.17	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.30	0.16
3572.0	0.00	0.14	0.20	0.15	0.20	0.15	0.00	0.14	0.30	0.16	0.00	0.14	0.30	0.16	0.40	0.16
3573.0	0.10	0.15	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.14	0.40	0.16
3574.0	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14	0.20	0.15	0.40	0.16
3575.0	0.00	0.13	0.00	0.14	0.30	0.16	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14	0.00	0.14
3576.0	0.40	0.16	0.20	0.15	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14
3577.0	0.00	0.14	0.50	0.17	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.12	0.10	0.15	0.00	0.14
3578.0	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.10	0.15	0.70	0.18	0.10	0.15	0.20	0.15
3579.0	0.30	0.16	0.30	0.16	0.10	0.15	0.30	0.16	0.00	0.13	0.20	0.15	0.30	0.16	0.20	0.15
3581.0	0.30	0.16	0.20	0.15	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.20	0.15	0.10	0.15
3582.0	0.20	0.15	0.50	0.17	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14
3583.0	0.30	0.16	0.00	0.14	0.30	0.16	0.40	0.16	0.30	0.16	0.40	0.16	0.20	0.15	0.00	0.14
3584.0	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.12	0.10	0.15	0.00	0.14
3585.0	0.00	0.10	0.00	0.07	0.00	0.13	0.10	0.15	0.30	0.16	0.30	0.16	0.40	0.16	0.10	0.15
3586.0	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.13	0.40	0.16	0.20	0.15	0.10	0.15
3587.0	0.30	0.16	0.30	0.16	0.10	0.15	0.00	0.14	0.20	0.15	0.60	0.17	0.10	0.15	0.00	0.14
3588.0	0.00	0.14	0.30	0.16	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14
3589.0	0.00	0.13	0.30	0.16	0.40	0.16	0.00	0.14	0.30	0.16	0.40	0.16	0.00	0.14	0.20	0.15
3590.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.40	0.16	0.00	0.14	0.10	0.15
3591.0	0.10	0.15	0.10	0.15	0.40	0.16	0.30	0.16	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14
3592.0	0.10	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.20	0.15
3593.0	0.20	0.15	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15
3594.0	0.00	0.13	0.10	0.15	0.00	0.14	0.10	0.15	0.30	0.16	0.50	0.17	0.00	0.14	0.20	0.15
3595.0	0.00	0.14	0.00	0.13	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15
3596.0	0.30	0.16	0.50	0.17	0.10	0.15	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.13
3597.0	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.60	0.17	0.10	0.15	0.00	0.14
3598.0	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14
3599.0	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.30	0.16	0.00	0.13	0.00	0.14	0.10	0.15
3600.0	0.10	0.15	0.20	0.15	0.20	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14
3601.0	0.10	0.15	0.30	0.16	0.10	0.15	0.40	0.16	0.20	0.15	0.00	0.14	0.40	0.16	0.00	0.14
3602.0	0.10	0.15	0.00	0.14	0.30	0.16	0.30	0.16	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.13
3603.0	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.10	0.00	0.14	0.00	0.14
3604.0	0.00	0.14	0.30	0.16	0.30	0.16	0.20	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.14
3606.0	0.00	0.12	0.00	0.12	0.30	0.16	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.14	0.10	0.15
3607.0	0.10	0.15	0.50	0.17	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15	0.20	0.15
3608.0	0.00	0.14	0.20	0.15	0.30	0.16	0.30	0.16	0.20	0.15	0.00	0.13	0.00	0.13	0.20	0.15
3609.0	0.00	0.13	0.00	0.14	0.70	0.18	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.14	0.20	0.15
3610.0	0.00	0.14	0.00	0.14	0.40	0.16	0.40	0.16	0.30	0.16	0.20	0.15	0.00	0.13	0.00	0.13
3611.0	0.20	0.15	0.40	0.16	0.30	0.16	0.40	0.16	0.20	0.15	0.00	0.14	0.10	0.15	0.00	0.14
3612.0	0.20	0.15	0.00	0.12	0.00	0.13	0.00	0.14	0.20	0.15	0.10	0.15	0.30	0.16	0.20	0.15
3613.0	0.00	0.14	0.00	0.14	0.40	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15
3614.0	0.30	0.16	0.10	0.15	0.20	0.15	0.40	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14
3615.0	0.20	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.14	0.30	0.16	0.10	0.15
3616.0	0.20	0.15	0.00	0.14	0.00	0.13	0.20	0.15	0.20	0.15	0.00	0.13	0.00	0.14	0.20	0.15
3617.0	0.20	0.15	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.14	0.30	0.16	0.30	0.16	0.30	0.16
3618.0	0.40	0.16	0.20	0.15	0.70	0.18	0.00	0.14	0.30	0.16	0.30	0.16	0.30	0.16	0.00	0.14
3619.0	0.10	0.15	0.20	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.30	0.16	0.00	0.14	0.10	0.15
3620.0	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15	0.30	0.16
3621.0	0.20	0.15	0.10	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14	0.20	0.15
3622.0	0.30	0.16	0.20	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.50	0.17	0.10	0.15	0.00	0.14
3623.0	0.20	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.13	0.20	0.15	0.00	0.14
3624.0	0.40	0.16	0.30	0.16	0.20	0.15	0.10	0.15	0.50	0.17	0.00	0.14	0.00	0.14	0.20	0.15
3625.0	0.30	0.16	0.40	0.16	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.12	0.00	0.13	0.10	0.15
3626.0	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.10	0.15	0.00	0.14	0.20	0.15	0.30	0.16
3627.0	0.10	0.15	0.00	0.13	0.20	0.15	0.30	0.16	0.20	0.15	0.00	0.13	0.20	0.15	0.10	0.15
3628.0	0.40	0.16	0.20	0.15	0.20	0.15	0.00	0.13	0.10	0.15	0.10	0.15	0.10	0.15	0.30	0.16
3630.0	0.30	0.16	0.20	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.20	0.15	0.10	0.15
3631.0	0.20	0.15	0.00	0.13	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.13	0.20	0.15	0.20	0.15
3632.0	0.20	0.15	0.40	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.30	0.16	0.30	0.16	0.00	0.14
3633.0	0.20	0.15	0.30	0.16	0.10	0.15	0.10	0.15	0.50	0.17	0.00	0.14	0.00	0.14	0.10	0.15
3634.0	0.20	0.15	0.30	0.16	0.20	0.15	0.40	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14
3635.0	0.20	0.15	0.50	0.17	0.20	0.15	0.20	0.15	0.10	0.15	0.20	0.15	0.40	0.16	0.00	0.13
3636.0	0.30	0.16	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.40	0.16	0.00	0.14	0.30	0.16
3637.0	0.60	0.17	0.10	0.15	0.00	0.13	0.30	0.16	0.00	0.14	0.20	0.15	0.00	0.14	0.10	0.15
3638.0	0.00	0.14	0.10	0.15	0.40	0.16	0.10	0.15	0.00	0.13	0.00	0.14	0.20	0.15	0.00	0.14
3639.0	0.30	0.16	0.30	0.16	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.30	0.16	0.20	0.15
3640.0	0.00	0.13	0.10	0.15	0.50	0.17	0.20	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14
3641.0	0.30	0.16	0.10	0.15	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.20	0.15	0.00	0.14
3642.0	0.00	0.14	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.10	0.15	0.30	0.16
3643.0	0.10	0.15	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.30	0.16	0.10	0.15
3644.0	0.20	0.15	0.50	0.17	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.30	0.16	0.20	0.15
3645.0	0.40	0.16	0.50	0.17	0.30	0.16	0.20	0.15	0.00	0.13	0.50	0.17	0.30	0.16	0.30	0.16
3646.0	0.10	0.15	0.20	0.15	0.00	0.14	0.30	0.16	0.40	0.16	0.30	0.16	0.00	0.14	0.00	0.13
3647.0	0.20	0.15	0.10	0.15	0.30	0.16	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.14	0.10	0.15
3648.0	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.50	0.17	0.30	0.16	0.20	0.15
3649.0	0.10	0.15	0.20	0.15	0.40	0.16	0.10	0.15	0.00	0.13	0.00	0.14	0.00	0.13	0.00	0.14
3650.0	0.00	0.14	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.14	0.40	0.16
3651.0	0.00	0.14	0.50	0.17	0.50	0.17	0.30	0.16	0.30	0.16	0.60	0.17	0.30	0.16	0.20	0.15
3652.0	0.40	0.16	0.70	0.18	0.60	0.17	0.00	0.14	0.00	0.14	0.00	0.12	0.20	0.15	0.00	0.14
3653.0	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.60	0.17	0.10	0.15	0.00	0.13
3655.0	0.20	0.15	0.50	0.17	0.40	0.16	0.40	0.16	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14
3656.0	0.20	0.15	0.50	0.17	0.10	0.15	0.10	0.15	0.00	0.12	0.30	0.16	0.00	0.14	0.10	0.15
3657.0	0.40	0.16	0.20	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15
3658.0	0.20	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.40	0.16	0.10	0.15	0.30	0.16
3659.0	0.50	0.17	0.10	0.15	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14
3660.0	0.20	0.15	0.50	0.17	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14
3661.0	0.00	0.14	0.60	0.17	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.14
3662.0	0.00	0.14	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14
3663.0	0.10	0.15	0.10	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.50	0.17	0.00	0.14	0.20	0.15
3664.0	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.13	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.14
3665.0	0.30	0.16	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14
3666.0	0.30	0.16	0.30	0.16	0.00	0.14	0.40	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15
3667.0	0.20	0.15	0.40	0.16	0.10	0.15	0.20	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.10	0.15
3668.0	0.20	0.15	0.40	0.16	0.40	0.16	0.20	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15
3669.0	0.20	0.15	0.20	0.15	0.20	0.15	0.40	0.16	0.00	0.13	0.30	0.16	0.10	0.15	0.10	0.15
3670.0	0.20	0.15	0.10	0.15	0.30	0.16	0.50	0.17	0.60	0.17	0.50	0.17	0.60	0.17	0.00	0.14
3671.0	0.00	0.14	0.60	0.17	0.50	0.17	0.10	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14
3672.0	0.00	0.13	0.00	0.14	0.20	0.15	0.10	0.15	0.40	0.16	0.50	0.17	0.10	0.15	0.00	0.14
3673.0	0.40	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.40	0.16	0.10	0.15	0.20	0.15
3674.0	0.00	0.14	0.20	0.15	0.20	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.30	0.16	0.10	0.15
3675.0	0.10	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.10	0.15	0.20	0.15	0.10	0.15
3676.0	0.00	0.14	0.00	0.14	0.00	0.13	0.20	0.15	0.50	0.17	0.00	0.14	0.00	0.14	0.20	0.15
3677.0	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.30	0.16	0.20	0.15	0.00	0.13
3678.0	0.00	0.14	0.20	0.15	0.00	0.14	0.10	0.15	0.30	0.16	0.30	0.16	0.30	0.16	0.10	0.15
3680.0	0.00	0.14	0.20	0.15	0.00	0.14	0.10	0.15	0.40	0.16	0.00	0.14	0.30	0.16	0.20	0.15
3681.0	0.20	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.12	0.10	0.15	0.10	0.15
3682.0	0.10	0.15	0.50	0.17	0.10	0.15	0.50	0.17	0.00	0.14	0.30	0.16	0.10	0.15	0.10	0.15
3683.0	0.30	0.16	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.12	0.30	0.16	0.00	0.14
3684.0	0.10	0.15	0.30	0.16	0.20	0.15	0.00	0.13	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.13
3685.0	0.20	0.15	0.00	0.14	0.50	0.17	0.20	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.10	0.15
3686.0	0.20	0.15	0.20	0.15	0.20	0.15	0.10	0.15	0.00	0.13	0.00	0.14	0.30	0.16	0.30	0.16
3687.0	0.20	0.15	0.10	0.15	0.30	0.16	0.40	0.16	0.10	0.15	0.20	0.15	0.10	0.15	0.10	0.15
3688.0	0.30	0.16	0.10	0.15	0.40	0.16	0.30	0.16	0.20	0.15	0.00	0.13	0.00	0.14	0.10	0.15
3689.0	0.40	0.16	0.00	0.13	0.00	0.14	0.30	0.16	0.30	0.16	0.00	0.12	0.40	0.16	0.00	0.14
3690.0	0.00	0.14	0.20	0.15	0.00	0.14	0.20	0.15	0.50	0.17	0.00	0.14	0.00	0.14	0.00	0.14
3691.0	0.40	0.16	0.20	0.15	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.00	0.13
3692.0	0.10	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.20	0.15	0.20	0.15
3693.0	0.00	0.13	0.00	0.14	0.40	0.16	0.30	0.16	0.20	0.15	0.00	0.13	0.10	0.15	0.10	0.15
3694.0	0.20	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.40	0.16	0.20	0.15	0.00	0.14
3695.0	0.00	0.14	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.14	0.40	0.16	0.00	0.14	0.20	0.15
3696.0	0.20	0.15	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.13	0.40	0.16	0.10	0.15	0.20	0.15
3697.0	0.00	0.14	0.20	0.15	0.00	0.14	0.10	0.15	0.30	0.16	0.10	0.15	0.10	0.15	0.00	0.14
3698.0	0.30	0.16	0.00	0.13	0.50	0.17	0.20	0.15	0.00	0.13	0.00	0.14	0.30	0.16	0.30	0.16
3699.0	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.30	0.16	0.00	0.14
3700.0	0.30	0.16	0.00	0.14	0.10	0.15	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14
3701.0	0.20	0.15	0.20	0.15	0.30	0.16	0.20	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.10	0.15
3702.0	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.40	0.16	0.00	0.14	0.10	0.15	0.00	0.14
3703.0	0.20	0.15	0.00	0.13	0.00	0.13	0.10	0.15	0.20	0.15	0.50	0.17	0.00	0.14	0.20	0.15
3705.0	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14
3706.0	0.20	0.15	0.00	0.13	0.00	0.14	0.20	0.15	0.20	0.15	0.10	0.15	0.30	0.16	0.00	0.14
3707.0	0.00	0.14	0.20	0.15	0.30	0.16	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.00	0.14
3708.0	0.20	0.15	0.20	0.15	0.00	0.14	0.50	0.17	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15
3709.0	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15	0.60	0.17	0.10	0.15	0.00	0.14
3710.0	0.30	0.16	0.30	0.16	0.10	0.15	0.30	0.16	0.00	0.13	0.00	0.12	0.20	0.15	0.10	0.15
3711.0	0.20	0.15	0.00	0.14	0.50	0.17	0.10	0.15	0.60	0.17	0.00	0.14	0.10	0.15	0.10	0.15
3712.0	0.10	0.15	0.30	0.16	0.30	0.16	0.40	0.16	0.30	0.16	0.40	0.16	0.20	0.15	0.00	0.14
3713.0	0.30	0.16	0.00	0.14	0.40	0.16	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.13
3714.0	0.10	0.15	0.40	0.16	0.20	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.13	0.30	0.16
3715.0	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.10	0.15	0.10	0.15
3716.0	0.00	0.14	0.10	0.15	0.00	0.14	0.30	0.16	0.00	0.13	0.50	0.17	0.00	0.14	0.00	0.13
3717.0	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.20	0.15	0.10	0.15
3718.0	0.10	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.14
3719.0	0.20	0.15	0.10	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.14	0.30	0.16
3720.0	0.40	0.16	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.30	0.16	0.20	0.15	0.10	0.15
3721.0	0.10	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.40	0.16	0.10	0.15	0.00	0.14	0.10	0.15
3722.0	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.13	0.50	0.17	0.00	0.14	0.00	0.14	0.00	0.14
3723.0	0.20	0.15	0.00	0.13	0.10	0.15	0.00	0.13	0.20	0.15	0.40	0.16	0.20	0.15	0.00	0.13
3724.0	0.10	0.15	0.10	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.40	0.16	0.20	0.15	0.10	0.15
3725.0	0.10	0.15	0.30	0.16	0.00	0.13	0.50	0.17	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14
3726.0	0.10	0.15	0.10	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.40	0.16	0.10	0.15	0.30	0.16
3727.0	0.00	0.14	0.20	0.15	0.60	0.17	0.00	0.14	0.50	0.17	0.00	0.14	0.00	0.14	0.20	0.15
3729.0	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.60	0.17	0.00	0.14	0.10	0.15
3730.0	0.20	0.15	0.20	0.15	0.90	0.19	1.10	0.20	0.30	0.16	0.10	0.15	0.30	0.16	0.10	0.15
3731.0	0.20	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.13	0.10	0.15
3732.0	0.10	0.15	0.00	0.13	0.00	0.14	0.30	0.16	0.70	0.18	0.10	0.15	0.20	0.15	0.10	0.15
3733.0	0.20	0.15	0.10	0.15	0.30	0.16	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14
3734.0	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.30	0.16	0.20	0.15
3735.0	0.00	0.14	0.30	0.16	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14
3736.0	0.20	0.15	0.10	0.15	0.40	0.16	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15
3737.0	0.00	0.14	0.70	0.18	0.40	0.16	0.10	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.10	0.15
3738.0	0.00	0.14	0.00	0.14	0.50	0.17	0.60	0.17	0.10	0.15	0.60	0.17	0.00	0.14	0.00	0.14
3739.0	0.30	0.16	0.10	0.15	0.00	0.12	0.10	0.15	0.20	0.15	0.40	0.16	0.10	0.15	0.40	0.16
3740.0	0.20	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.30	0.16	0.00	0.14	0.30	0.16
3741.0	0.30	0.16	0.50	0.17	0.10	0.15	0.10	0.15	0.10	0.15	0.00	0.13	0.10	0.15	0.10	0.15
3742.0	0.10	0.15	0.40	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14
3743.0	0.00	0.14	0.10	0.15	0.30	0.16	0.30	0.16	0.30	0.16	0.80	0.18	0.10	0.15	0.30	0.16
3744.0	0.00	0.14	0.00	0.14	0.20	0.15	0.10	0.15	0.40	0.16	0.00	0.13	0.20	0.15	0.30	0.16
3745.0	0.10	0.15	0.10	0.15	0.20	0.15	0.00	0.13	0.20	0.15	0.50	0.17	0.00	0.14	0.40	0.16
3746.0	0.30	0.16	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.13	0.10	0.15	0.00	0.14
3747.0	0.20	0.15	0.10	0.15	0.10	0.15	0.10	0.15	0.10	0.15	0.10	0.15	0.00	0.13	0.10	0.15
3748.0	0.00	0.14	0.00	0.13	0.00	0.14	0.20	0.15	0.10	0.15	0.50	0.17	0.10	0.15	0.10	0.15
3749.0	0.10	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.14
3750.0	0.10	0.15	0.20	0.15	0.40	0.16	0.20	0.15	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14
3751.0	0.20	0.15	0.10	0.15	0.30	0.16	0.30	0.16	0.20	0.15	0.00	0.13	0.20	0.15	0.00	0.14
3752.0	0.30	0.16	0.50	0.17	0.00	0.13	1.00	0.19	0.80	0.18	0.30	0.16	0.20	0.15	0.10	0.15
3754.0	0.30	0.16	0.30	0.16	0.20	0.15	0.10	0.15	0.50	0.17	0.40	0.16	0.20	0.15	0.00	0.14
3755.0	0.40	0.16	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.10	0.15	0.10	0.15
